video,frame,time_frame,top1_cls,top1_prob,top2_cls,top2_prob,top3_cls,top3_prob,top4_cls,top4_prob,top5_cls,top5_prob
81,0,0.0,0,0.9251149296760559,5,0.010049335658550262,2,0.008760703727602959,1,0.008199909701943398,11,0.007196567952632904
81,1,1.0,0,0.9312976598739624,5,0.008997684344649315,2,0.00806619506329298,1,0.00777620542794466,11,0.006410066969692707
81,2,2.0,0,0.9397443532943726,5,0.007613631431013346,2,0.007239270489662886,1,0.006742213387042284,4,0.00594978965818882
81,3,3.0,0,0.9405046105384827,5,0.00749020092189312,2,0.007174608763307333,1,0.006688698660582304,4,0.005917931906878948
81,4,4.0,0,0.9466032981872559,5,0.006449553184211254,2,0.006419674959033728,1,0.0060653481632471085,4,0.005458230152726173
81,5,5.0,0,0.9472711682319641,5,0.006351015996187925,2,0.006322700064629316,1,0.0059690275229513645,4,0.005431841127574444
81,6,6.0,0,0.9479337334632874,5,0.006257468834519386,2,0.006201737094670534,1,0.005886679515242577,4,0.005443959031254053
81,7,7.0,0,0.9479367733001709,5,0.006267869379371405,2,0.0061879525892436504,1,0.00588605273514986,4,0.005456278566271067
81,8,8.0,0,0.955539345741272,2,0.005288354586809874,5,0.005263885483145714,1,0.005020007025450468,4,0.004627896472811699
81,9,9.0,0,0.9560215473175049,2,0.005238423123955727,5,0.005219657439738512,1,0.004992201924324036,4,0.004580071195960045
81,10,10.0,0,0.9568163752555847,5,0.005178894381970167,2,0.005107996519654989,1,0.004927069880068302,4,0.004569785203784704
81,11,11.0,0,0.9568260908126831,5,0.005192700307816267,2,0.005101373884826899,1,0.004925733897835016,4,0.004574240185320377
81,12,12.0,0,0.9575561881065369,5,0.005107903853058815,2,0.005010366439819336,1,0.004859181120991707,4,0.004504223819822073
81,13,13.0,0,0.9575473666191101,5,0.0051192850805819035,2,0.005003210622817278,1,0.004851417150348425,4,0.004512213170528412
81,14,14.0,0,0.9575639963150024,5,0.005132163874804974,2,0.004991987720131874,1,0.004838577937334776,4,0.00452060904353857
81,15,15.0,0,0.9574636220932007,5,0.005163311026990414,2,0.005000238306820393,1,0.004838899243623018,4,0.004533847328275442
81,16,16.0,0,0.9677419662475586,2,0.0038160323165357113,1,0.003773666452616453,5,0.0037636372726410627,4,0.003738975850865245
81,17,17.0,0,0.9683835506439209,2,0.003726089606061578,1,0.003723490983247757,5,0.0036855849903076887,4,0.0036838192027062178
81,18,18.0,0,0.9694035053253174,1,0.0036300146020948887,2,0.00360015663318336,4,0.003593467641621828,5,0.0035516193602234125
81,19,19.0,0,0.9694976210594177,1,0.003616320202127099,4,0.003596194088459015,2,0.003572491928935051,5,0.0035493788309395313
81,20,20.0,0,0.9704545140266418,1,0.003536392468959093,4,0.0035115701612085104,2,0.003428551834076643,5,0.003405918600037694
81,21,21.0,0,0.970630943775177,4,0.0035044930409640074,1,0.003504367545247078,5,0.00339787476696074,2,0.0033879491966217756
81,22,22.0,0,0.9707851409912109,4,0.003504812717437744,1,0.0034784632734954357,5,0.0033900663256645203,2,0.0033413779456168413
81,23,23.0,0,0.9708546996116638,4,0.003512005088850856,1,0.0034543033689260483,5,0.0033960628788918257,2,0.0033076286781579256
81,24,24.0,0,0.9723385572433472,4,0.0033747656270861626,1,0.0033359748777002096,5,0.003169685136526823,2,0.0031063505448400974
81,25,25.0,0,0.9726253747940063,4,0.003357348032295704,1,0.0032972926273941994,5,0.0031466842629015446,2,0.003055684734135866
81,26,26.0,0,0.972942054271698,4,0.0033441006671637297,1,0.003256733762100339,5,0.0031237241346389055,2,0.0029925168491899967
81,27,27.0,0,0.9731089472770691,4,0.003340428229421377,1,0.003228125860914588,5,0.003114303108304739,2,0.002953690942376852
81,28,28.0,0,0.9734015464782715,4,0.0033259482588618994,1,0.0031960420310497284,5,0.0030783426482230425,2,0.002903195098042488
81,29,29.0,0,0.9735514521598816,4,0.003323150333017111,1,0.0031766819301992655,5,0.0030624368228018284,2,0.0028711948543787003
81,30,30.0,0,0.9737247824668884,4,0.0033173831179738045,1,0.0031544980593025684,5,0.0030433950014412403,2,0.0028347508050501347
81,31,31.0,0,0.9739001393318176,4,0.0033099751453846693,1,0.0031294175423681736,5,0.003026912920176983,2,0.002797855529934168
81,32,32.0,0,0.9803785681724548,4,0.0023758772294968367,1,0.002374831819906831,5,0.002262820489704609,9,0.0021320930682122707
81,33,33.0,0,0.980887770652771,4,0.0023195322137326,1,0.002319181803613901,5,0.002211331157013774,9,0.002080224920064211
81,34,34.0,0,0.9815686941146851,1,0.0022468597162514925,4,0.002246284391731024,5,0.002126991981640458,9,0.0020128018222749233
81,35,35.0,0,0.9818187952041626,4,0.002222956856712699,1,0.0022214141208678484,5,0.0020982110872864723,9,0.0019865341018885374
81,36,36.0,0,0.9824402332305908,1,0.002157669747248292,4,0.002143898978829384,5,0.002021630061790347,9,0.0019311945652589202
81,37,37.0,0,0.9827191829681396,1,0.0021256522741168737,4,0.002117193304002285,5,0.0019865408539772034,9,0.001902929856441915
81,38,38.0,0,0.98298579454422,1,0.0020965710282325745,4,0.0020943249110132456,5,0.0019535846076905727,9,0.0018755332566797733
81,39,39.0,0,0.9831954836845398,4,0.002075548516586423,1,0.00207342067733407,5,0.0019263796275481582,9,0.001853843918070197
81,40,40.0,0,0.983953058719635,1,0.00204435084015131,4,0.0019445348298177123,5,0.0018071777885779738,9,0.0017765081720426679
81,41,41.0,0,0.9842639565467834,1,0.002017024904489517,4,0.001906760036945343,5,0.0017645356711000204,9,0.0017462557880207896
81,42,42.0,0,0.9845724105834961,1,0.001990072662010789,4,0.0018702313536778092,5,0.0017275490099564195,9,0.0017151222564280033
81,43,43.0,0,0.9848290085792542,1,0.0019664193969219923,4,0.0018407844472676516,5,0.0016932317521423101,9,0.0016883194912225008
81,44,44.0,0,0.9851328134536743,1,0.0019431761465966702,4,0.0018011676147580147,9,0.0016590356826782227,5,0.0016513658920302987
81,45,45.0,0,0.9853658676147461,1,0.0019219748210161924,4,0.001772936200723052,9,0.0016372955869883299,5,0.0016202179249376059
81,46,46.0,0,0.9855721592903137,1,0.001904110424220562,4,0.0017471549799665809,9,0.0016182042891159654,5,0.0015924989711493254
81,47,47.0,0,0.9857418537139893,1,0.0018917317502200603,4,0.0017260236199945211,9,0.0015999481547623873,5,0.0015697559574618936
81,48,48.0,0,0.9865250587463379,1,0.0018722336972132325,4,0.0016064419178292155,9,0.001519907615147531,5,0.0014402084052562714
81,49,49.0,0,0.9867053627967834,1,0.001861128374002874,4,0.0015838232357054949,9,0.001500316895544529,5,0.0014153809752315283
81,50,50.0,0,0.9868950843811035,1,0.0018508287612348795,4,0.0015574420103803277,9,0.0014797342009842396,5,0.0013896037125959992
81,51,51.0,0,0.9869937300682068,1,0.001841994235292077,4,0.0015458714915439487,9,0.0014678965089842677,5,0.0013786482159048319
81,52,52.0,0,0.9871531128883362,1,0.0018331544706597924,4,0.0015272201271727681,9,0.001449845265597105,5,0.0013542433734983206
81,53,53.0,0,0.9872501492500305,1,0.001824021921493113,4,0.0015161932678893209,9,0.0014370884746313095,5,0.0013435373548418283
81,54,54.0,0,0.9873353838920593,1,0.0018166787922382355,4,0.0015067950589582324,9,0.0014255990972742438,5,0.0013346249470487237
81,55,55.0,0,0.9874080419540405,1,0.001809770823456347,4,0.0014987767208367586,9,0.0014154984382912517,5,0.0013272316427901387
81,56,56.0,0,0.9875602126121521,1,0.0018090298399329185,4,0.0014794223243370652,9,0.0014001044910401106,5,0.001298983464948833
81,57,57.0,0,0.9876344799995422,1,0.0018012620275840163,4,0.0014713149284943938,9,0.0013909527333453298,5,0.0012907342752441764
81,58,58.0,0,0.9877002239227295,1,0.0017949750181287527,4,0.0014648413052782416,9,0.0013823105255141854,5,0.0012840776471421123
81,59,59.0,0,0.9877465963363647,1,0.0017896810313686728,4,0.0014606594340875745,9,0.001375459716655314,5,0.0012795281363651156
81,60,60.0,0,0.9878107309341431,1,0.0017844029935076833,4,0.0014543130528181791,9,0.0013671494089066982,5,0.0012717507779598236
81,61,61.0,0,0.9878530502319336,1,0.0017796875908970833,4,0.0014507750747725368,9,0.0013612000038847327,5,0.0012674652971327305
81,62,62.0,0,0.9878957271575928,1,0.0017745292279869318,4,0.0014475560747087002,9,0.0013556447811424732,5,0.0012632161378860474
