video,frame,time_frame,top1_cls,top1_prob,top2_cls,top2_prob,top3_cls,top3_prob,top4_cls,top4_prob,top5_cls,top5_prob
81,0,0.0,0,0.9415674209594727,1,0.007655253633856773,2,0.006612461060285568,7,0.005696358159184456,9,0.0052539631724357605
81,1,1.0,0,0.9451673626899719,1,0.007353992201387882,2,0.006342881824821234,7,0.005311465822160244,4,0.0048699649050831795
81,2,2.0,0,0.9499317407608032,1,0.006653656717389822,2,0.005886285100132227,7,0.0050283935852348804,4,0.0047542015090584755
81,3,3.0,0,0.9505093097686768,1,0.006629197858273983,2,0.005840465892106295,7,0.0049841683357954025,4,0.004748059436678886
81,4,4.0,0,0.9538198113441467,1,0.006403631065040827,2,0.005437954794615507,4,0.004574659746140242,7,0.004556979518383741
81,5,5.0,0,0.9543264508247375,1,0.006359616294503212,2,0.005373797379434109,4,0.004554245620965958,7,0.004502167925238609
81,6,6.0,0,0.9550081491470337,1,0.006297840736806393,2,0.005254268180578947,4,0.004539960063993931,7,0.004438017960637808
81,7,7.0,0,0.9550944566726685,1,0.006304214708507061,2,0.005240012891590595,4,0.0045416937209665775,7,0.004428149666637182
81,8,8.0,0,0.9629021286964417,1,0.005310145206749439,2,0.004198563750833273,4,0.00375092844478786,7,0.003537027398124337
81,9,9.0,0,0.963514506816864,1,0.005252606701105833,2,0.0041360920295119286,4,0.003709093201905489,7,0.003441808046773076
81,10,10.0,0,0.9645480513572693,1,0.005131073296070099,2,0.003979341126978397,4,0.0036756624467670918,7,0.0033282870426774025
81,11,11.0,0,0.9646605253219604,1,0.005127068143337965,2,0.003963850904256105,4,0.0036754633765667677,7,0.003315236419439316
81,12,12.0,0,0.9656379818916321,1,0.00503416545689106,2,0.003856595838442445,4,0.003607358317822218,7,0.0031873967964202166
81,13,13.0,0,0.9657419323921204,1,0.005018946714699268,2,0.003843944286927581,4,0.0036058961413800716,7,0.003174611134454608
81,14,14.0,0,0.9659107327461243,1,0.004990711808204651,2,0.003818944562226534,4,0.0036045010201632977,7,0.0031583295203745365
81,15,15.0,0,0.9659438729286194,1,0.004986201412975788,2,0.0038141983095556498,4,0.0036074824165552855,7,0.0031548088882118464
81,16,16.0,0,0.9750213623046875,1,0.003491137409582734,4,0.002899724990129471,2,0.002870781347155571,7,0.002102159196510911
81,17,17.0,0,0.9755631685256958,1,0.003411521203815937,4,0.002863743109628558,2,0.002804271876811981,7,0.002046723384410143
81,18,18.0,0,0.97646164894104,1,0.0032858168706297874,4,0.0028103459626436234,2,0.002694268012419343,7,0.0019660459365695715
81,19,19.0,0,0.9765397310256958,1,0.003274167189374566,4,0.0028129613492637873,2,0.002680037170648575,7,0.0019601830281317234
81,20,20.0,0,0.9772374033927917,1,0.003178614191710949,4,0.002756743924692273,2,0.0025915654841810465,7,0.0018923655152320862
81,21,21.0,0,0.9772948026657104,1,0.003163859946653247,4,0.0027572293765842915,2,0.0025810536462813616,7,0.0018881986616179347
81,22,22.0,0,0.9773818850517273,1,0.0031457990407943726,4,0.00275977305136621,2,0.002562448149546981,7,0.0018831111956387758
81,23,23.0,0,0.977371096611023,1,0.0031442702747881413,4,0.0027655346784740686,2,0.0025617540813982487,7,0.0018858544062823057
81,24,24.0,0,0.9787687659263611,1,0.00298373238183558,4,0.002596772974357009,2,0.0024175425060093403,7,0.0017491704784333706
81,25,25.0,0,0.9788478016853333,1,0.002978387987241149,4,0.002590759890154004,2,0.002409937558695674,7,0.0017395936883985996
81,26,26.0,0,0.978999137878418,1,0.0029646921902894974,4,0.002587150549516082,2,0.0023872097954154015,5,0.0017324094660580158
81,27,27.0,0,0.9789614677429199,1,0.002969722729176283,4,0.0025946747045964003,2,0.002391293179243803,5,0.0017406520200893283
81,28,28.0,0,0.9791160225868225,1,0.002957231132313609,4,0.002583028981462121,2,0.002374179195612669,5,0.001729947398416698
81,29,29.0,0,0.9790812134742737,1,0.0029613138176500797,4,0.0025904253125190735,2,0.0023780714254826307,5,0.001737519633024931
81,30,30.0,0,0.9790682792663574,1,0.0029625685419887304,4,0.0025975501630455256,2,0.0023774346336722374,5,0.0017437066417187452
81,31,31.0,0,0.9790242910385132,1,0.002968841465190053,4,0.0026058221701532602,2,0.002381890546530485,5,0.001752388314343989
81,32,32.0,0,0.9845251441001892,1,0.0022128229029476643,4,0.0018888066988438368,2,0.0016913418658077717,9,0.0013268114998936653
81,33,33.0,0,0.9846910834312439,1,0.002191812265664339,4,0.0018840271513909101,2,0.0016656223451718688,9,0.0013150045415386558
81,34,34.0,0,0.9850153923034668,1,0.002157705370336771,4,0.001854908769018948,2,0.0016247050371021032,9,0.0012876944383606315
81,35,35.0,0,0.985028862953186,1,0.002157035283744335,4,0.0018551986431702971,2,0.0016238139942288399,9,0.0012870737118646502
81,36,36.0,0,0.9853046536445618,1,0.002140236087143421,4,0.001812430564314127,2,0.001590210129506886,9,0.001266406150534749
81,37,37.0,0,0.9853245615959167,1,0.0021359699312597513,4,0.0018116963328793645,2,0.0015907533233985305,9,0.0012628642143681645
81,38,38.0,0,0.9853559136390686,1,0.0021310364827513695,4,0.0018114516278728843,2,0.0015885300235822797,9,0.0012591793201863766
81,39,39.0,0,0.9853519797325134,1,0.002130356151610613,4,0.0018111300887539983,2,0.0015920574078336358,9,0.0012573328567668796
81,40,40.0,0,0.9860357046127319,1,0.002091547241434455,4,0.0016820189775899053,2,0.0015187081880867481,9,0.0011953098000958562
81,41,41.0,0,0.9860631823539734,1,0.0020879993680864573,4,0.0016753955278545618,2,0.001517832512035966,9,0.0011913854395970702
81,42,42.0,0,0.9861161708831787,1,0.002084490144625306,4,0.0016663341084495187,2,0.0015117734437808394,9,0.0011840375373139977
81,43,43.0,0,0.9860889315605164,1,0.002086637308821082,4,0.0016702287830412388,2,0.0015161613700911403,9,0.0011833941098302603
81,44,44.0,0,0.9861434102058411,1,0.0020823227241635323,4,0.0016602870309725404,2,0.0015121878823265433,9,0.0011752983555197716
81,45,45.0,0,0.9861056804656982,1,0.0020835581235587597,4,0.0016657713567838073,2,0.0015173531137406826,9,0.0011757086031138897
81,46,46.0,0,0.9860758185386658,1,0.0020844261161983013,4,0.0016700704582035542,2,0.0015211697900667787,9,0.0011755494633689523
81,47,47.0,0,0.9860300421714783,1,0.002086447086185217,4,0.0016755562974140048,2,0.0015276751946657896,9,0.0011767445830628276
81,48,48.0,0,0.9869246482849121,1,0.0019879951141774654,4,0.0015320696402341127,2,0.0014449798036366701,6,0.001126275397837162
81,49,49.0,0,0.9869498610496521,1,0.0019813785329461098,4,0.0015289575094357133,2,0.001443453598767519,6,0.0011268595699220896
81,50,50.0,0,0.987021267414093,1,0.0019699744880199432,4,0.0015212110010907054,2,0.0014348814729601145,6,0.0011231141397729516
81,51,51.0,0,0.9869831800460815,1,0.0019695349037647247,4,0.0015281490050256252,2,0.0014381406363099813,6,0.0011292999843135476
81,52,52.0,0,0.9870380163192749,1,0.0019605038687586784,4,0.001524840365163982,2,0.0014324276708066463,6,0.0011276326840743423
81,53,53.0,0,0.9869837760925293,1,0.0019593643955886364,4,0.0015367504674941301,2,0.0014382004737854004,6,0.001136661390773952
81,54,54.0,0,0.9869908690452576,1,0.0019477920141071081,4,0.0015443410957232118,2,0.0014387820847332478,6,0.0011403715470805764
81,55,55.0,0,0.9869465827941895,1,0.0019455947913229465,4,0.0015555239515379071,2,0.001447245478630066,6,0.0011482354020699859
81,56,56.0,0,0.9870668053627014,1,0.001935990760102868,4,0.0015388024039566517,2,0.0014427292626351118,6,0.00114654831122607
81,57,57.0,0,0.9869930744171143,1,0.001940943649969995,4,0.0015530763193964958,2,0.001457306556403637,6,0.0011569518828764558
81,58,58.0,0,0.9869123697280884,1,0.0019530310528352857,4,0.0015671971486881375,2,0.0014732651179656386,6,0.0011704475618898869
81,59,59.0,0,0.986821711063385,1,0.0019688927568495274,4,0.0015801226254552603,2,0.0014925001887604594,6,0.0011850122828036547
81,60,60.0,0,0.9867902398109436,1,0.001980025786906481,4,0.0015823070425540209,2,0.001506403903476894,6,0.0011928973253816366
81,61,61.0,0,0.9867332577705383,1,0.0019919511396437883,4,0.0015871173236519098,2,0.0015203935327008367,6,0.0012040793662890792
