video,frame,time_frame,top1_cls,top1_prob,top2_cls,top2_prob,top3_cls,top3_prob,top4_cls,top4_prob,top5_cls,top5_prob
79,0,0.0,0,0.9728713035583496,1,0.0037317266687750816,11,0.0030473286751657724,5,0.002967096632346511,7,0.0026181426364928484
79,1,1.0,0,0.9740109443664551,1,0.0036486678291112185,11,0.0028702772688120604,5,0.0028174035251140594,7,0.0024618199095129967
79,2,2.0,0,0.9756456613540649,1,0.0034163794480264187,5,0.0026067157741636038,11,0.0025924842339009047,7,0.0023103198036551476
79,3,3.0,0,0.9758683443069458,1,0.0034017860889434814,5,0.002587249968200922,11,0.0025527693796902895,7,0.0022910169791430235
79,4,4.0,0,0.9778582453727722,1,0.003138716099783778,5,0.0023349395487457514,11,0.00229776743799448,2,0.002138426061719656
79,5,5.0,0,0.9781071543693542,1,0.0031056252773851156,5,0.0022952924482524395,11,0.002263576490804553,2,0.0021231051068753004
79,6,6.0,0,0.9784917831420898,1,0.0030567136127501726,5,0.0022410855162888765,11,0.0022160643711686134,2,0.0020909274462610483
79,7,7.0,0,0.9785566926002502,1,0.003048145677894354,5,0.0022334090899676085,11,0.0022090717684477568,2,0.0020842691883444786
79,8,8.0,0,0.9827169179916382,1,0.002361000282689929,2,0.0017713143024593592,5,0.0017505469731986523,11,0.001716447644867003
79,9,9.0,0,0.9830464720726013,1,0.0023248533252626657,2,0.0017463508993387222,5,0.0017108594765886664,11,0.0016738648992031813
79,10,10.0,0,0.9836004376411438,1,0.0022386875934898853,2,0.0016984858084470034,5,0.0016462728381156921,4,0.0016144810942932963
79,11,11.0,0,0.9836909770965576,1,0.0022282900754362345,2,0.001691836747340858,5,0.0016352359671145678,4,0.0016077513573691249
79,12,12.0,0,0.9843366146087646,1,0.002159151714295149,2,0.0016354480758309364,5,0.0015601908089593053,4,0.0015543409390375018
79,13,13.0,0,0.9844189286231995,1,0.0021530648227781057,2,0.0016290848143398762,5,0.0015484874602407217,4,0.0015479972353205085
79,14,14.0,0,0.9845459461212158,1,0.0021394670475274324,2,0.0016188203589990735,4,0.001536087249405682,5,0.0015312028117477894
79,15,15.0,0,0.9845781922340393,1,0.002136586932465434,2,0.0016164989210665226,4,0.0015323684783652425,5,0.0015261999797075987
79,16,16.0,0,0.9878544211387634,1,0.0015757875517010689,4,0.0013172893086448312,2,0.0012393565848469734,5,0.0011932532070204616
79,17,17.0,0,0.9880088567733765,1,0.001563188387081027,4,0.001304583391174674,2,0.0012247217819094658,5,0.0011730929836630821
79,18,18.0,0,0.9882484674453735,1,0.001530416077002883,4,0.00128409534227103,2,0.0012023162562400103,5,0.0011445191921666265
79,19,19.0,0,0.9882914423942566,1,0.0015279595972970128,4,0.001280871918424964,2,0.0011964257573708892,5,0.001139265252277255
79,20,20.0,0,0.9886552095413208,1,0.001482054591178894,4,0.0012539186282083392,2,0.0011547685135155916,5,0.0010937399929389358
79,21,21.0,0,0.9887147545814514,1,0.0014755172887817025,4,0.0012501862365752459,2,0.001147911767475307,5,0.0010859222384169698
79,22,22.0,0,0.9888008832931519,1,0.0014649165095761418,4,0.0012425124878063798,2,0.0011380990035831928,5,0.0010755079565569758
79,23,23.0,0,0.988822340965271,1,0.0014625968178734183,4,0.0012410713825374842,2,0.001135618076659739,5,0.0010734311072155833
79,24,24.0,0,0.9897063970565796,1,0.0013464336516335607,4,0.0011620408622547984,2,0.001052775071002543,5,0.0009771451586857438
79,25,25.0,0,0.9897838234901428,1,0.0013379256706684828,4,0.0011559904087334871,2,0.0010456861928105354,5,0.00096907775150612
79,26,26.0,0,0.9899107813835144,1,0.0013214797945693135,4,0.0011472082696855068,2,0.001031902153044939,5,0.0009555283468216658
79,27,27.0,0,0.9899346232414246,1,0.001319179660640657,4,0.001145506277680397,2,0.0010297289118170738,5,0.0009530563256703317
79,28,28.0,0,0.9900835752487183,1,0.0013032305287197232,4,0.0011330078123137355,2,0.0010154192568734288,5,0.0009378424729220569
79,29,29.0,0,0.9901039004325867,1,0.00130153214558959,4,0.0011315112933516502,2,0.0010138024808838964,5,0.0009356613154523075
79,30,30.0,0,0.9901314973831177,1,0.0012988150119781494,4,0.001129179261624813,2,0.0010115321492776275,5,0.000932477880269289
79,31,31.0,0,0.9901385307312012,1,0.0012985721696168184,4,0.001128421281464398,2,0.0010114419274032116,5,0.000931479677092284
79,32,32.0,0,0.9926562905311584,1,0.0009338442469015718,4,0.0008673866395838559,2,0.0007526824483647943,11,0.0007282068836502731
79,33,33.0,0,0.9927340745925903,1,0.000922835839446634,4,0.0008593195234425366,2,0.0007462971843779087,11,0.0007211233605630696
79,34,34.0,0,0.992863118648529,1,0.0009073996334336698,4,0.0008428689907304943,2,0.0007355291163548827,11,0.0007064696401357651
79,35,35.0,0,0.9928834438323975,1,0.0009051978122442961,4,0.0008401203667744994,2,0.0007344114710576832,11,0.0007046280079521239
79,36,36.0,0,0.993071973323822,1,0.0008781959186308086,4,0.000819410546682775,2,0.0007163864211179316,11,0.0006886697956360877
79,37,37.0,0,0.9930962920188904,1,0.000874475808814168,4,0.0008180793956853449,2,0.0007141733658500016,11,0.0006865662289783359
79,38,38.0,0,0.9931334853172302,1,0.0008701139595359564,4,0.0008144383318722248,2,0.0007109551224857569,11,0.0006833036313764751
79,39,39.0,0,0.9931424856185913,1,0.0008693853160366416,4,0.0008134262170642614,2,0.0007102909730747342,11,0.0006826434982940555
79,40,40.0,0,0.9935420751571655,1,0.0008313979487866163,4,0.0007574828341603279,2,0.0006726582068949938,11,0.0006439604330807924
79,41,41.0,0,0.9935785531997681,1,0.0008278332534246147,4,0.0007531712763011456,2,0.0006697626668028533,11,0.0006402813014574349
79,42,42.0,0,0.9936327338218689,1,0.0008225175552070141,4,0.0007467548130080104,2,0.0006645395187661052,11,0.0006351190386340022
79,43,43.0,0,0.993640124797821,1,0.0008219826268032193,4,0.0007457369356416166,2,0.000663953775074333,11,0.0006345752626657486
79,44,44.0,0,0.9937135577201843,1,0.000814578146673739,4,0.0007366735953837633,2,0.00065751897636801,11,0.0006270360900089145
79,45,45.0,0,0.9937240481376648,1,0.0008135979296639562,4,0.0007353729452006519,2,0.0006565061048604548,11,0.0006260647787712514
79,46,46.0,0,0.9937408566474915,1,0.000812145764939487,4,0.0007330576190724969,2,0.0006548860692419112,11,0.0006244478281587362
79,47,47.0,0,0.9937490224838257,1,0.0008116224780678749,4,0.0007319008582271636,2,0.0006540678441524506,11,0.0006236637709662318
79,48,48.0,0,0.994159460067749,1,0.0007662625284865499,4,0.0006808286998420954,2,0.0006064242916181684,11,0.0005897402297705412
79,49,49.0,0,0.9941874742507935,1,0.0007636560476385057,4,0.0006775874644517899,2,0.0006037011044099927,11,0.0005870191380381584
79,50,50.0,0,0.9942294359207153,1,0.000759695190936327,4,0.0006721375975757837,2,0.0005994177772663534,11,0.00058274797629565
79,51,51.0,0,0.9942453503608704,1,0.0007585848215967417,4,0.0006701789097860456,2,0.000598098267801106,11,0.0005810405709780753
79,52,52.0,0,0.9942994117736816,1,0.0007531974697485566,4,0.000663594517391175,2,0.000592451193369925,11,0.0005758070619776845
79,53,53.0,0,0.99431312084198,1,0.0007520206272602081,4,0.0006621985812671483,2,0.0005912835476920009,11,0.000574248842895031
79,54,54.0,0,0.9943310022354126,1,0.0007506022811867297,4,0.0006599557236768305,2,0.0005896443035453558,11,0.000572335731703788
79,55,55.0,0,0.9943426847457886,1,0.0007499227649532259,4,0.0006584998336620629,2,0.000588855764362961,11,0.0005708106909878552
79,56,56.0,0,0.9944696426391602,1,0.0007364822085946798,4,0.0006433241651393473,2,0.0005765252280980349,11,0.000558815139811486
79,57,57.0,0,0.9944918155670166,1,0.0007346203783527017,4,0.0006407100590877235,2,0.0005747643881477416,11,0.000556345097720623
